Registration Number,Specialization,Branch,Last Semester,Attendance (%),CGPA,Semester GPA (Target),Backlogs,Midterm Scores (out of 50),"Grades (S, A, B, C, D, E, F, N)",Study Hours/Day,Club Membership,Club Hours/Week,Leadership Role,Sleep Hours/Day,Stress Level,Predicted Semester GPA
23BAI10847,CSE AI/ML,B.Tech,4,92,7.54,8.13,2,"40, 27, 26, 35, 11","['A', 'F', 'E', 'A', 'C', 'A', 'A', 'B', 'S', 'S', 'F', 'S', 'A', 'A', 'A', 'A', 'S', 'D']",3.5,No,0,No,7.6,5,6.03
23BAI10848,CSE AI/ML,B.Tech,4,79,7.28,8.09,2,"27, 22, 50, 19, 8","['A', 'B', 'A', 'A', 'A', 'B', 'F', 'F', 'B', 'B', 'A', 'D', 'A', 'A', 'S', 'S', 'S', 'A']",4.7,Yes,7.8,No,7,4,5.94
23BAI10849,CSE AI/ML,B.Tech,4,72,5.89,6.68,0,"38, 43, 22, 28, 42","['S', 'D', 'A', 'B', 'N', 'N', 'C', 'B', 'E', 'N', 'B', 'D', 'B', 'D', 'A', 'A', 'A', 'B']",3.6,Yes,6.5,Yes,7.8,3,7.28
23BAI10850,CSE AI/ML,B.Tech,4,69,7.85,8.44,2,"14, 9, 42, 32, 24","['F', 'B', 'B', 'S', 'A', 'B', 'S', 'A', 'S', 'A', 'C', 'A', 'A', 'N', 'A', 'S', 'D', 'F']",3.3,No,0,No,6.9,4,5.67
23BAI10851,CSE AI/ML,B.Tech,4,73,7.48,8,1,"44, 31, 24, 26, 5","['A', 'A', 'A', 'A', 'A', 'S', 'N', 'A', 'C', 'C', 'S', 'N', 'B', 'S', 'A', 'F', 'B', 'C']",4.2,Yes,4.4,Yes,6.7,5,6.41
23BAI10852,CSE AI/ML,B.Tech,4,72,7.85,8.85,1,"43, 26, 28, 7, 15","['S', 'S', 'S', 'B', 'S', 'A', 'S', 'B', 'B', 'N', 'A', 'C', 'S', 'F', 'C', 'S', 'N', 'S']",4.6,No,0,No,7.1,3,6.78
23BAI10853,CSE AI/ML,B.Tech,4,79,7.72,7.9,1,"39, 24, 36, 41, 5","['B', 'A', 'B', 'A', 'F', 'A', 'B', 'A', 'B', 'E', 'S', 'A', 'S', 'S', 'E', 'B', 'S', 'S']",3,Yes,3.2,No,6.7,5,6.57
23BAI10854,CSE AI/ML,B.Tech,4,88,6.78,7.47,2,"34, 26, 11, 5, 24","['S', 'E', 'B', 'E', 'B', 'B', 'B', 'A', 'E', 'A', 'F', 'F', 'B', 'B', 'B', 'B', 'S', 'S']",5.8,Yes,3.4,No,7.8,4,5.68
23BAI10855,CSE AI/ML,B.Tech,4,71,6.81,7.34,0,"26, 40, 12, 37, 22","['E', 'N', 'B', 'S', 'B', 'C', 'N', 'A', 'C', 'S', 'A', 'A', 'E', 'B', 'A', 'E', 'A', 'C']",5.5,No,0,No,8.2,4,7.31
23BAI10856,CSE AI/ML,B.Tech,4,95,9.06,9.45,0,"43, 46, 14, 50, 45","['B', 'A', 'B', 'A', 'A', 'S', 'A', 'S', 'S', 'A', 'A', 'S', 'A', 'A', 'B', 'C', 'A', 'A']",3.7,Yes,7.8,Yes,8,3,9.3
23BAI10857,CSE AI/ML,B.Tech,4,84,8.59,9.11,0,"14, 19, 6, 44, 10","['A', 'S', 'A', 'A', 'S', 'S', 'C', 'C', 'A', 'C', 'A', 'B', 'S', 'C', 'C', 'B', 'A', 'C']",3.4,No,0,No,6.6,5,7.04
23BAI10858,CSE AI/ML,B.Tech,4,73,7.67,8.65,0,"9, 20, 28, 33, 10","['B', 'A', 'A', 'D', 'B', 'B', 'B', 'S', 'C', 'D', 'S', 'N', 'A', 'S', 'B', 'D', 'B', 'N']",5.6,Yes,4.6,No,8.7,5,6.99
23BAI10859,CSE AI/ML,B.Tech,4,79,8.5,9.18,1,"36, 48, 18, 22, 12","['A', 'A', 'S', 'A', 'S', 'B', 'F', 'B', 'A', 'S', 'S', 'B', 'S', 'S', 'A', 'S', 'A', 'A']",3.2,No,0,No,8,3,7.12
23BAI10860,CSE AI/ML,B.Tech,4,82,8.43,9.39,0,"7, 50, 13, 40, 41","['C', 'S', 'S', 'B', 'B', 'A', 'S', 'B', 'B', 'D', 'D', 'A', 'S', 'C', 'S', 'S', 'S', 'A']",4,Yes,4.4,Yes,8.9,4,8.08
23BAI10861,CSE AI/ML,B.Tech,4,68,7.94,8.45,1,"24, 13, 20, 20, 33","['S', 'B', 'F', 'D', 'A', 'A', 'B', 'B', 'A', 'A', 'S', 'S', 'A', 'S', 'A', 'N', 'A', 'A']",5.3,Yes,3,Yes,7.7,4,6.59
23BAI10862,CSE AI/ML,B.Tech,4,69,6.57,7.09,2,"22, 25, 42, 12, 19","['S', 'D', 'B', 'S', 'E', 'S', 'B', 'F', 'F', 'N', 'A', 'A', 'S', 'S', 'B', 'B', 'A', 'A']",5.1,Yes,7.3,Yes,8.6,3,5.62
23BAI10863,CSE AI/ML,B.Tech,4,77,8.09,8.99,2,"43, 47, 10, 33, 50","['D', 'A', 'B', 'S', 'A', 'B', 'S', 'S', 'B', 'C', 'A', 'S', 'S', 'F', 'F', 'S', 'S', 'A']",4.8,Yes,7.1,No,8.7,4,7.07
23BAI10864,CSE AI/ML,B.Tech,4,74,7.81,8.37,0,"50, 42, 28, 44, 46","['N', 'A', 'B', 'A', 'A', 'A', 'D', 'S', 'S', 'B', 'S', 'B', 'A', 'C', 'B', 'N', 'B', 'S']",5.3,Yes,5.4,Yes,7.6,3,8.92
23BAI10865,CSE AI/ML,B.Tech,4,85,7.91,8.54,1,"11, 34, 25, 34, 38","['S', 'S', 'C', 'F', 'S', 'S', 'B', 'E', 'A', 'C', 'B', 'B', 'S', 'A', 'S', 'B', 'A', 'E']",4.6,No,0,No,8.2,4,7.2
23BAI10866,CSE AI/ML,B.Tech,4,86,7.52,7.96,2,"7, 50, 3, 33, 33","['D', 'B', 'S', 'B', 'C', 'A', 'S', 'F', 'S', 'S', 'A', 'F', 'C', 'B', 'S', 'B', 'A', 'A']",3.9,No,0,No,8.5,3,6.14
23BAI10867,CSE AI/ML,B.Tech,4,70,8.37,8.88,0,"11, 35, 37, 28, 4","['A', 'B', 'A', 'B', 'A', 'A', 'A', 'S', 'C', 'B', 'A', 'A', 'S', 'N', 'S', 'A', 'E', 'D']",4.1,Yes,6.9,Yes,7.7,5,7.19
23BAI10868,CSE AI/ML,B.Tech,4,93,6.11,6.36,3,"36, 19, 8, 39, 33","['B', 'B', 'F', 'A', 'F', 'D', 'B', 'D', 'F', 'B', 'E', 'S', 'S', 'A', 'S', 'C', 'B', 'A']",5.6,No,0,No,8.2,5,5.09
23BAI10869,CSE AI/ML,B.Tech,4,66,7.8,8.72,0,"30, 23, 13, 43, 38","['D', 'A', 'B', 'S', 'A', 'C', 'N', 'A', 'A', 'C', 'A', 'S', 'S', 'B', 'A', 'C', 'C', 'B']",4.6,Yes,3.9,Yes,8.1,4,7.63
23BAI10870,CSE AI/ML,B.Tech,4,68,8.35,8.88,0,"41, 47, 50, 29, 22","['B', 'B', 'S', 'B', 'E', 'C', 'A', 'S', 'A', 'S', 'B', 'A', 'A', 'A', 'S', 'B', 'N', 'C']",4.2,Yes,4.1,Yes,8.7,5,8.23
23BAI10871,CSE AI/ML,B.Tech,4,88,8.63,8.89,0,"22, 4, 39, 29, 20","['E', 'A', 'D', 'A', 'B', 'S', 'A', 'S', 'A', 'A', 'A', 'S', 'S', 'A', 'A', 'C', 'S', 'B']",5.2,Yes,3,No,7.2,4,7.93
23BAI10872,CSE AI/ML,B.Tech,4,68,7.54,8.07,0,"15, 20, 13, 16, 46","['B', 'A', 'A', 'A', 'E', 'B', 'N', 'B', 'A', 'S', 'B', 'A', 'N', 'A', 'S', 'A', 'A', 'A']",3.6,Yes,5.4,Yes,7.7,4,6.83
23BAI10873,CSE AI/ML,B.Tech,4,71,7.61,8.31,2,"6, 41, 15, 21, 45","['S', 'C', 'A', 'F', 'S', 'N', 'B', 'S', 'A', 'S', 'A', 'S', 'S', 'B', 'A', 'B', 'F', 'A']",4.2,Yes,3.1,Yes,7.4,5,5.71
23BAI10874,CSE AI/ML,B.Tech,4,65,6.37,7.33,2,"41, 27, 17, 22, 19","['F', 'E', 'B', 'N', 'A', 'S', 'A', 'B', 'F', 'A', 'A', 'S', 'B', 'N', 'S', 'S', 'A', 'B']",5.3,Yes,3.3,No,8.7,5,5.27
23BAI10875,CSE AI/ML,B.Tech,4,66,6.44,7.43,1,"3, 31, 46, 21, 32","['D', 'A', 'N', 'B', 'D', 'A', 'C', 'A', 'F', 'B', 'B', 'D', 'N', 'S', 'S', 'A', 'A', 'S']",3.9,Yes,3.8,Yes,7.5,3,6.19
23BAI10876,CSE AI/ML,B.Tech,4,69,6.98,7.32,2,"27, 30, 39, 44, 13","['D', 'N', 'B', 'D', 'A', 'A', 'A', 'A', 'B', 'S', 'A', 'F', 'C', 'A', 'D', 'F', 'S', 'C']",5.4,Yes,5.3,Yes,7.5,4,6.16
23BAI10877,CSE AI/ML,B.Tech,4,71,7.87,8.09,0,"18, 20, 43, 11, 30","['S', 'A', 'S', 'A', 'C', 'B', 'S', 'A', 'D', 'N', 'B', 'S', 'D', 'E', 'S', 'A', 'B', 'A']",3.9,No,0,No,8.1,5,7.07
23BAI10878,CSE AI/ML,B.Tech,4,72,7.37,8.23,1,"29, 48, 40, 46, 25","['S', 'A', 'A', 'F', 'C', 'N', 'S', 'S', 'A', 'A', 'A', 'S', 'N', 'S', 'C', 'B', 'C', 'A']",3.9,No,0,No,8.2,4,7.31
23BAI10879,CSE AI/ML,B.Tech,4,77,8.61,9.51,1,"45, 24, 6, 34, 26","['S', 'S', 'C', 'A', 'A', 'A', 'S', 'S', 'A', 'C', 'A', 'A', 'B', 'F', 'B', 'A', 'S', 'C']",3.4,No,0,No,8.8,5,6.84
23BAI10880,CSE AI/ML,B.Tech,4,81,7.39,7.86,2,"40, 30, 8, 35, 33","['A', 'D', 'S', 'F', 'A', 'C', 'S', 'C', 'A', 'F', 'S', 'A', 'S', 'A', 'S', 'B', 'B', 'A']",3.3,No,0,No,7.2,3,6.17
23BAI10881,CSE AI/ML,B.Tech,4,70,7.57,7.85,1,"12, 14, 9, 26, 30","['B', 'S', 'B', 'E', 'C', 'B', 'S', 'D', 'D', 'A', 'S', 'A', 'B', 'F', 'A', 'S', 'N', 'B']",4.2,Yes,5,No,8,3,6.16
23BAI10882,CSE AI/ML,B.Tech,4,82,7.57,8.13,1,"13, 34, 22, 30, 3","['C', 'D', 'B', 'A', 'D', 'S', 'A', 'S', 'B', 'B', 'E', 'B', 'F', 'D', 'C', 'S', 'S', 'S']",3.3,No,0,No,8.1,5,6.01
23BAI10883,CSE AI/ML,B.Tech,4,69,6.5,7.03,2,"29, 18, 38, 8, 12","['N', 'B', 'B', 'A', 'A', 'D', 'A', 'C', 'F', 'B', 'A', 'F', 'A', 'S', 'C', 'A', 'C', 'B']",4.7,Yes,2.4,No,7.9,3,5.31
23BAI10884,CSE AI/ML,B.Tech,4,67,8.04,8.37,0,"41, 46, 21, 12, 28","['S', 'S', 'C', 'A', 'S', 'A', 'A', 'C', 'N', 'A', 'C', 'S', 'E', 'S', 'B', 'A', 'B', 'S']",3.2,Yes,2.7,No,6.7,3,7.62
23BAI10885,CSE AI/ML,B.Tech,4,73,7.57,8.55,1,"36, 43, 3, 12, 35","['S', 'S', 'C', 'F', 'S', 'A', 'A', 'A', 'C', 'N', 'S', 'A', 'S', 'A', 'B', 'A', 'E', 'D']",5.6,No,0,No,7.1,3,6.99
23BAI10886,CSE AI/ML,B.Tech,4,71,7.96,8.55,1,"28, 36, 39, 15, 40","['D', 'A', 'S', 'S', 'D', 'B', 'S', 'B', 'D', 'B', 'A', 'A', 'A', 'A', 'B', 'N', 'F', 'A']",3.5,No,0,No,7.4,4,7.02
23BAI10887,CSE AI/ML,B.Tech,4,81,7.76,8.57,1,"32, 26, 44, 36, 39","['E', 'S', 'A', 'B', 'E', 'S', 'D', 'S', 'B', 'B', 'A', 'B', 'B', 'A', 'F', 'A', 'A', 'S']",3.6,Yes,7.6,Yes,8.6,4,7.39
23BAI10888,CSE AI/ML,B.Tech,4,89,7.48,8.47,1,"21, 4, 32, 24, 34","['S', 'C', 'S', 'S', 'C', 'C', 'A', 'D', 'F', 'E', 'S', 'C', 'B', 'A', 'A', 'S', 'C', 'A']",5.3,No,0,No,7.9,4,6.82
23BAI10889,CSE AI/ML,B.Tech,4,81,8.3,8.54,0,"35, 42, 17, 8, 38","['S', 'A', 'B', 'S', 'A', 'S', 'E', 'E', 'D', 'A', 'S', 'B', 'S', 'A', 'B', 'S', 'D', 'S']",3.4,No,0,No,7.6,3,7.87
23BAI10890,CSE AI/ML,B.Tech,4,67,7.72,7.97,1,"46, 18, 23, 36, 42","['A', 'S', 'A', 'A', 'S', 'S', 'N', 'B', 'C', 'A', 'S', 'F', 'B', 'D', 'S', 'A', 'D', 'S']",5.2,No,0,No,8.5,3,7.41
23BAI10891,CSE AI/ML,B.Tech,4,67,7.69,8.64,0,"40, 37, 35, 10, 14","['D', 'N', 'A', 'B', 'S', 'S', 'A', 'C', 'S', 'C', 'D', 'A', 'S', 'C', 'C', 'A', 'A', 'S']",5.2,Yes,7.9,No,8.9,4,7.54
23BAI10892,CSE AI/ML,B.Tech,4,67,8.06,8.67,0,"41, 47, 20, 50, 42","['S', 'S', 'N', 'A', 'C', 'B', 'S', 'B', 'A', 'B', 'B', 'C', 'A', 'S', 'B', 'S', 'S', 'S']",5.6,No,0,No,6.8,3,8.81
23BAI10893,CSE AI/ML,B.Tech,4,75,9.02,9.3,0,"23, 29, 14, 8, 33","['C', 'S', 'S', 'S', 'S', 'A', 'A', 'E', 'S', 'S', 'S', 'A', 'A', 'A', 'A', 'A', 'C', 'B']",4.4,No,0,No,7.6,3,7.79
23BAI10894,CSE AI/ML,B.Tech,4,85,7.28,7.78,3,"36, 9, 33, 6, 50","['F', 'A', 'S', 'A', 'S', 'F', 'B', 'B', 'A', 'D', 'A', 'C', 'S', 'D', 'S', 'B', 'A', 'F']",4,No,0,No,8.4,3,5.47
23BAI10895,CSE AI/ML,B.Tech,4,69,8.46,8.75,1,"19, 31, 5, 26, 5","['S', 'S', 'N', 'S', 'S', 'A', 'B', 'A', 'A', 'S', 'A', 'A', 'B', 'B', 'D', 'A', 'S', 'F']",4.7,No,0,No,7.3,5,6.2
23BAI10896,CSE AI/ML,B.Tech,4,67,8.43,8.78,0,"48, 48, 41, 29, 3","['A', 'S', 'C', 'B', 'B', 'S', 'A', 'A', 'A', 'A', 'B', 'A', 'E', 'B', 'A', 'B', 'N', 'A']",3.5,No,0,No,9,5,7.82
23BAI10897,CSE AI/ML,B.Tech,4,72,7.35,7.56,1,"17, 16, 6, 6, 27","['A', 'B', 'A', 'B', 'D', 'S', 'F', 'S', 'A', 'N', 'D', 'A', 'S', 'S', 'A', 'S', 'B', 'A']",5.5,Yes,7.8,Yes,8.8,5,5.73
23BAI10898,CSE AI/ML,B.Tech,4,66,6.44,6.66,3,"13, 35, 13, 14, 17","['B', 'D', 'C', 'B', 'S', 'S', 'N', 'E', 'S', 'A', 'F', 'B', 'B', 'F', 'F', 'B', 'B', 'A']",5.6,Yes,7.2,No,7.9,4,4.35
23BAI10899,CSE AI/ML,B.Tech,4,77,8.5,8.78,1,"28, 26, 49, 28, 29","['S', 'F', 'B', 'S', 'B', 'S', 'A', 'A', 'S', 'S', 'A', 'B', 'S', 'C', 'S', 'B', 'S', 'A']",5.6,No,0,No,7.6,3,7.87
23BAI10900,CSE AI/ML,B.Tech,4,71,7.44,7.81,0,"38, 29, 40, 4, 25","['B', 'E', 'A', 'B', 'B', 'B', 'B', 'A', 'A', 'E', 'A', 'B', 'B', 'N', 'E', 'A', 'B', 'B']",3.7,Yes,6.9,No,7.2,4,7.24
23BAI10901,CSE AI/ML,B.Tech,4,90,7.17,7.99,2,"11, 10, 42, 44, 3","['A', 'D', 'A', 'C', 'C', 'A', 'E', 'S', 'E', 'F', 'B', 'S', 'A', 'S', 'A', 'F', 'A', 'B']",3.2,Yes,6.2,Yes,8.7,4,5.55
23BAI10902,CSE AI/ML,B.Tech,4,70,7.09,7.36,1,"23, 28, 17, 45, 27","['A', 'F', 'S', 'C', 'S', 'S', 'B', 'A', 'B', 'N', 'B', 'N', 'S', 'S', 'A', 'A', 'B', 'A']",5.9,Yes,3.2,Yes,7,3,6.95
23BAI10903,CSE AI/ML,B.Tech,4,70,6.15,7.1,3,"41, 18, 37, 25, 14","['D', 'S', 'F', 'A', 'N', 'F', 'A', 'B', 'F', 'S', 'S', 'S', 'S', 'S', 'B', 'B', 'N', 'C']",4.9,Yes,6.2,No,8,5,4.63
23BAI10904,CSE AI/ML,B.Tech,4,66,7.56,7.76,1,"50, 21, 36, 10, 25","['N', 'S', 'E', 'S', 'A', 'S', 'S', 'B', 'F', 'A', 'A', 'A', 'A', 'S', 'B', 'A', 'C', 'A']",4.4,No,0,No,7.9,5,6.54
23BAI10905,CSE AI/ML,B.Tech,4,72,7.41,8.38,2,"13, 45, 36, 7, 39","['B', 'C', 'S', 'F', 'B', 'B', 'C', 'S', 'S', 'C', 'S', 'S', 'D', 'A', 'F', 'S', 'N', 'B']",4.9,No,0,No,7.3,3,6.26
23BAI10906,CSE AI/ML,B.Tech,4,80,8.69,9.44,0,"27, 26, 26, 44, 36","['B', 'A', 'B', 'A', 'B', 'D', 'S', 'A', 'A', 'B', 'S', 'A', 'S', 'A', 'S', 'A', 'A', 'A']",4.8,Yes,5.8,Yes,7.3,4,8.41
23BAI10907,CSE AI/ML,B.Tech,4,87,7.57,8.39,3,"49, 20, 14, 44, 41","['S', 'S', 'A', 'B', 'C', 'A', 'B', 'B', 'A', 'F', 'A', 'B', 'S', 'S', 'F', 'D', 'F', 'A']",5.1,No,0,No,8,4,6.16
23BAI10908,CSE AI/ML,B.Tech,4,70,8.06,8.32,1,"17, 49, 14, 31, 31","['D', 'S', 'C', 'B', 'S', 'D', 'S', 'S', 'A', 'S', 'N', 'A', 'B', 'C', 'S', 'C', 'C', 'F']",3.9,Yes,4.4,No,7.9,3,7.03
23BAI10909,CSE AI/ML,B.Tech,4,65,7.85,8.77,0,"22, 17, 5, 18, 21","['S', 'A', 'S', 'A', 'B', 'A', 'S', 'D', 'N', 'D', 'B', 'S', 'B', 'C', 'A', 'C', 'C', 'B']",4.9,Yes,7.4,No,7.7,5,6.58
23BAI10910,CSE AI/ML,B.Tech,4,67,6.96,7.31,3,"9, 38, 24, 17, 11","['E', 'N', 'B', 'A', 'S', 'S', 'F', 'S', 'D', 'S', 'A', 'A', 'C', 'S', 'B', 'F', 'F', 'B']",4.3,No,0,No,7.2,5,4.28
23BAI10911,CSE AI/ML,B.Tech,4,73,8.2,8.49,0,"19, 35, 4, 9, 33","['N', 'S', 'S', 'C', 'A', 'S', 'C', 'S', 'S', 'C', 'A', 'B', 'S', 'C', 'S', 'A', 'A', 'A']",3.3,Yes,2.6,Yes,7.4,5,6.79
23BAI10912,CSE AI/ML,B.Tech,4,68,7.81,8.1,0,"16, 39, 6, 47, 12","['N', 'E', 'A', 'S', 'B', 'A', 'S', 'S', 'A', 'B', 'C', 'D', 'A', 'S', 'B', 'A', 'B', 'B']",4.3,No,0,No,7.5,4,7.22
23BAI10913,CSE AI/ML,B.Tech,4,94,8.06,9.02,1,"47, 24, 26, 46, 20","['B', 'A', 'S', 'F', 'C', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'S', 'B']",4.6,Yes,2.7,Yes,6.8,5,7.53
23BAI10914,CSE AI/ML,B.Tech,4,73,7.7,7.98,1,"13, 46, 3, 34, 18","['F', 'S', 'A', 'A', 'S', 'S', 'S', 'C', 'N', 'A', 'A', 'B', 'B', 'S', 'C', 'S', 'A', 'A']",6,No,0,No,6.8,4,6.74
23BAI10915,CSE AI/ML,B.Tech,4,67,7.91,8.2,0,"16, 35, 9, 21, 27","['C', 'A', 'B', 'A', 'A', 'S', 'B', 'C', 'S', 'C', 'B', 'N', 'B', 'A', 'B', 'C', 'S', 'E']",3.3,No,0,No,8.9,4,6.87
23BAI10916,CSE AI/ML,B.Tech,4,67,8.07,9.04,0,"7, 12, 6, 26, 48","['A', 'B', 'D', 'A', 'B', 'A', 'B', 'A', 'A', 'A', 'B', 'S', 'E', 'A', 'E', 'B', 'N', 'B']",3.4,No,0,No,6.6,3,6.97
23BAI10917,CSE AI/ML,B.Tech,4,72,7.74,8.06,0,"8, 14, 22, 28, 14","['B', 'A', 'N', 'C', 'S', 'S', 'C', 'C', 'S', 'S', 'B', 'A', 'N', 'S', 'B', 'S', 'A', 'C']",5.7,Yes,3.5,Yes,6.6,3,7.13
23BAI10918,CSE AI/ML,B.Tech,4,89,7.96,8.78,1,"35, 14, 40, 6, 19","['B', 'S', 'F', 'A', 'A', 'A', 'A', 'S', 'A', 'E', 'S', 'C', 'B', 'A', 'C', 'A', 'S', 'S']",3.9,Yes,3.6,Yes,7.5,5,6.58
23BAI10919,CSE AI/ML,B.Tech,4,65,7.37,7.58,1,"12, 21, 45, 35, 39","['B', 'B', 'B', 'B', 'A', 'B', 'S', 'B', 'B', 'A', 'S', 'N', 'F', 'N', 'B', 'A', 'C', 'A']",6,Yes,5.2,No,8.2,5,6.84
23BAI10920,CSE AI/ML,B.Tech,4,91,8.3,9.12,1,"30, 48, 47, 4, 48","['A', 'F', 'S', 'A', 'A', 'B', 'C', 'S', 'A', 'A', 'A', 'S', 'A', 'S', 'A', 'S', 'E', 'C']",3.5,Yes,3.5,Yes,6.6,5,7.57
23BAI10921,CSE AI/ML,B.Tech,4,80,8.96,9.91,0,"40, 40, 23, 25, 35","['A', 'A', 'S', 'B', 'S', 'C', 'S', 'S', 'A', 'A', 'C', 'S', 'B', 'A', 'B', 'S', 'A', 'A']",5.8,No,0,No,8.5,3,8.87
23BAI10922,CSE AI/ML,B.Tech,4,67,8.39,8.7,0,"28, 45, 32, 6, 8","['S', 'C', 'S', 'S', 'E', 'B', 'S', 'E', 'A', 'B', 'A', 'S', 'D', 'S', 'A', 'S', 'B', 'N']",3.4,Yes,2.7,Yes,8.3,5,7.06
23BAI10923,CSE AI/ML,B.Tech,4,78,8.04,8.65,1,"36, 22, 39, 17, 42","['A', 'F', 'C', 'A', 'S', 'B', 'A', 'B', 'S', 'B', 'C', 'S', 'B', 'S', 'B', 'S', 'A', 'S']",5.1,No,0,No,9,4,7.43
23BAI10924,CSE AI/ML,B.Tech,4,76,7.54,7.69,2,"25, 44, 11, 36, 45","['A', 'S', 'A', 'A', 'D', 'F', 'S', 'B', 'S', 'S', 'F', 'A', 'B', 'E', 'B', 'E', 'A', 'B']",3.3,No,0,No,7.1,5,6.05
23BAI10925,CSE AI/ML,B.Tech,4,71,6.61,6.94,2,"36, 29, 18, 6, 30","['F', 'B', 'A', 'S', 'S', 'E', 'S', 'E', 'E', 'D', 'N', 'A', 'S', 'A', 'F', 'S', 'S', 'D']",4.1,Yes,2.7,Yes,8.2,4,5.34
23BAI10926,CSE AI/ML,B.Tech,4,70,7.81,8.18,2,"19, 43, 14, 7, 37","['S', 'A', 'B', 'A', 'A', 'D', 'A', 'S', 'S', 'A', 'F', 'D', 'S', 'A', 'N', 'F', 'S', 'A']",4.1,No,0,No,7.9,5,5.64
23BAI10927,CSE AI/ML,B.Tech,4,74,7.69,8.04,0,"40, 41, 38, 32, 16","['A', 'B', 'D', 'D', 'C', 'A', 'A', 'S', 'N', 'A', 'A', 'A', 'S', 'B', 'A', 'C', 'B', 'C']",3.1,Yes,5.3,Yes,8.3,4,7.7
23BAI10928,CSE AI/ML,B.Tech,4,71,8.04,8.56,1,"16, 4, 30, 23, 17","['C', 'S', 'A', 'A', 'A', 'A', 'S', 'F', 'B', 'A', 'D', 'B', 'C', 'A', 'S', 'S', 'S', 'N']",3.2,No,0,No,8.9,4,6.01
23BAI10929,CSE AI/ML,B.Tech,4,79,7.07,7.32,2,"46, 48, 25, 12, 28","['S', 'B', 'C', 'C', 'D', 'A', 'D', 'F', 'A', 'B', 'A', 'A', 'F', 'B', 'D', 'S', 'S', 'S']",5.4,Yes,7.9,Yes,8.5,5,6.26
23BAI10930,CSE AI/ML,B.Tech,4,80,8.52,8.75,1,"37, 36, 4, 33, 45","['E', 'S', 'B', 'C', 'B', 'S', 'S', 'A', 'S', 'S', 'S', 'B', 'A', 'E', 'B', 'E', 'A', 'F']",3.6,Yes,6.5,No,8.3,4,7.37
23BAI10931,CSE AI/ML,B.Tech,4,69,8.54,9.4,1,"46, 49, 46, 45, 48","['A', 'A', 'A', 'A', 'S', 'A', 'S', 'B', 'C', 'D', 'A', 'S', 'B', 'A', 'A', 'F', 'B', 'N']",4.8,No,0,No,8.2,3,8.7
23BAI10932,CSE AI/ML,B.Tech,4,73,7.11,8.09,1,"7, 21, 32, 49, 19","['D', 'S', 'F', 'S', 'C', 'D', 'N', 'A', 'B', 'S', 'A', 'S', 'B', 'D', 'S', 'B', 'C', 'A']",5.2,No,0,No,6.8,3,6.73
23BAI10933,CSE AI/ML,B.Tech,4,86,7.2,7.46,2,"31, 14, 10, 17, 36","['E', 'F', 'S', 'B', 'S', 'C', 'B', 'S', 'A', 'B', 'B', 'F', 'A', 'B', 'C', 'A', 'B', 'S']",3.8,Yes,4.4,No,8.5,3,5.74
23BAI10934,CSE AI/ML,B.Tech,4,89,7.93,8.9,2,"30, 23, 19, 44, 20","['C', 'B', 'A', 'F', 'B', 'S', 'S', 'A', 'A', 'S', 'A', 'B', 'C', 'S', 'A', 'E', 'F', 'B']",4,No,0,No,6.9,4,6.38
23BAI10935,CSE AI/ML,B.Tech,4,73,7.44,8.3,0,"26, 26, 14, 3, 38","['A', 'A', 'N', 'A', 'A', 'E', 'C', 'A', 'C', 'S', 'A', 'B', 'N', 'A', 'S', 'A', 'B', 'A']",5.6,No,0,No,7.3,5,7
23BAI10936,CSE AI/ML,B.Tech,4,87,7.59,7.83,1,"34, 7, 28, 5, 35","['A', 'S', 'C', 'C', 'A', 'E', 'A', 'F', 'A', 'S', 'B', 'C', 'B', 'E', 'S', 'S', 'A', 'A']",3.4,Yes,2.5,Yes,8.4,3,6.54
23BAI10937,CSE AI/ML,B.Tech,4,92,7.54,7.81,0,"41, 22, 14, 40, 22","['B', 'S', 'C', 'E', 'B', 'C', 'A', 'E', 'C', 'A', 'A', 'B', 'E', 'A', 'E', 'B', 'S', 'C']",5.3,No,0,No,8.4,5,7.76
23BAI10938,CSE AI/ML,B.Tech,4,68,7.43,8.06,2,"19, 45, 10, 45, 15","['A', 'S', 'F', 'S', 'S', 'A', 'S', 'A', 'C', 'F', 'B', 'S', 'N', 'A', 'A', 'D', 'A', 'S']",3.5,Yes,2.5,No,8.3,3,5.85
23BAI10939,CSE AI/ML,B.Tech,4,69,7.3,7.67,2,"11, 21, 28, 7, 44","['E', 'B', 'S', 'C', 'A', 'C', 'B', 'S', 'A', 'N', 'B', 'B', 'A', 'F', 'S', 'C', 'A', 'F']",5,Yes,4.3,No,7.1,5,5.44
23BAI10940,CSE AI/ML,B.Tech,4,65,6.81,7.71,2,"47, 27, 7, 25, 37","['S', 'C', 'S', 'S', 'N', 'B', 'F', 'E', 'F', 'S', 'B', 'A', 'A', 'S', 'S', 'S', 'A', 'D']",5.2,Yes,5.8,No,7,3,5.99
23BAI10941,CSE AI/ML,B.Tech,4,69,8.02,8.61,0,"34, 44, 8, 16, 43","['A', 'B', 'N', 'B', 'A', 'A', 'A', 'A', 'S', 'A', 'S', 'C', 'A', 'A', 'A', 'B', 'N', 'S']",4.2,Yes,7.5,Yes,7.7,3,7.8
